"B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M","GEO_ID","NAME"
"6877185","7537","80305","4160","1155","652","1105","442","2953","996","6970","1516","12658","1953","12562","2489","19223","2538","54092","4793","36416","3088","92131","4826","140999","6728","165208","7012","154156","7682","93264","5371","1472415","17405","303471","10040","439327","11303","1042804","20645","654866","14174","1345615","18103","543876","12126","114036","4990","87578","5027","0400000US37","North Carolina"
"495015","2090","2025","726","50","80","0","155","14","23","98","108","89","122","62","57","249","401","707","426","620","251","9913","1267","4704","1082","6985","1254","6997","1577","5231","1103","115825","4402","18353","1729","30672","2666","78544","4238","67554","3120","107578","4161","28550","2613","5718","1034","4477","847","0400000US38","North Dakota"
"7922061","4787","67053","3957","1291","647","1672","1039","1217","571","1741","618","5721","1428","4669","1112","7559","1401","20773","3523","17318","2059","93195","4720","92703","5315","155289","5453","193044","8439","127071","5182","2333030","21754","305998","7689","530452","11844","1100077","18849","682507","11574","1362205","16368","598321","11011","130456","4677","88699","4031","0400000US39","Ohio"
"2571636","3575","25050","2606","341","221","462","241","642","295","1520","510","3754","796","2503","607","5151","1024","21516","2467","11063","1358","31250","2373","43473","3111","57015","3438","66943","3454","42343","3040","674289","9190","128240","4730","186546","5194","417280","8646","203590","6236","432922","9518","157183","5110","35356","2767","23204","2247","0400000US40","Oklahoma"
"2857952","3514","30013","3198","499","306","1398","622","1686","958","1900","938","5407","1602","4442","1255","6715","1495","24943","3757","7796","1890","21222","3006","37046","3771","38905","3484","46286","3990","49224","3736","526763","12933","129130","6022","235544","7517","509988","12902","244515","8303","572508","9970","247973","7003","66154","3859","47895","3319","0400000US41","Oregon"
"8921975","5062","85863","5554","1241","436","1628","589","2510","918","4042","1165","10205","1737","9708","1670","14032","2284","27785","3091","24771","2439","107380","5744","104729","5424","172640","6701","178326","7030","135486","5636","2787677","22439","344767","8218","480857","9115","950374","14650","730217","11315","1676971","21471","765331","11753","175633","6165","129802","5488","0400000US42","Pennsylvania"
"734045","1360","10933","1663","333","364","105","176","196","204","571","418","3621","1794","3574","1365","2506","843","5649","1341","3276","829","7641","1473","12580","1835","12302","1562","11241","1959","9655","1877","167783","7033","36262","3053","42281","3195","93088","5626","60183","3971","151195","5781","70435","4856","17015","2106","11620","1642","0400000US44","Rhode Island"
"3388476","4957","38443","3427","1143","491","208","206","1278","679","3487","1032","3146","980","3812","1026","6635","1568","24020","3424","21095","2286","45650","4225","57866","4693","96663","5073","91110","5654","59098","4650","834907","14350","146762","6031","206995","6939","506103","13833","317549","10671","591086","11410","242201","7936","53013","3536","36206","3389","0400000US45","South Carolina"
"565894","2150","4465","1060","45","78","170","176","11","20","95","77","621","414","194","132","572","416","1068","425","666","370","10368","1136","5794","1312","7872","1381","11134","1580","6936","1225","139760","4778","24150","2108","36532","2943","87087","3980","65093","3561","111002","4685","35829","2821","9174","1301","7256","1192","0400000US46","South Dakota"
"4527198","5159","49914","3855","609","347","623","344","1404","533","1729","690","8348","1544","7601","1364","8452","1564","27456","2588","24397","2553","85756","4558","75942","5055","107280","4480","116601","5800","74201","3869","1199477","16467","266460","8058","291978","8004","667520","13903","328595","9621","756055","14474","303704","8740","73385","4931","49711","3216","0400000US47","Tennessee"
"17775280","10876","344914","10644","3606","740","4354","1189","19743","2610","47406","4431","108483","7303","66918","5090","103980","7060","458907","12980","116272","6329","255049","9739","479475","15721","349621","10293","382205","13094","295075","10152","3701336","36856","773375","15887","1073287","20060","2796013","27393","1259574","19634","3362678","30607","1281070","17892","295098","9096","196841","8112","0400000US48","Texas"
"1783244","3060","13047","2127","537","478","699","384","1678","709","2062","711","3621","1211","3122","1617","3014","1203","14022","2139","2490","705","7703","1598","17403","2524","19104","2358","28107","2687","30794","2798","354303","10796","50302","3902","145106","5046","327002","8088","178193","7488","381130","8023","140249","4695","33569","3299","25987","2398","0400000US49","Utah"
"439563","1331","2557","899","71","90","0","151","15","27","233","259","67","82","163","173","107","139","793","352","488","303","6593","1488","4165","952","7689","1559","7163","1141","4466","758","112116","4503","16651","1652","22489","1779","53383","2992","40499","2932","92871","3198","46671","2857","12297","1560","8016","1131","0400000US50","Vermont"
"5721173","6607","69147","5289","833","400","1111","492","3199","1200","4631","1322","8816","1951","10522","2042","14996","2597","39740","3675","32484","2972","62097","4817","78778","5330","101167","5907","101552","6084","85241","4525","1147310","17427","225526","7171","347347","9486","769322","15912","438669","12167","1241751","18218","695229","11550","142532","5001","99173","4553","0400000US51","Virginia"
"4996555","4070","57914","4335","1003","416","1654","627","2747","1093","4467","1347","11952","2231","8466","1747","9694","2177","39678","3854","13218","2220","41388","4018","51352","5061","61232","4740","73419","4492","80653","4733","917047","17127","194739","8270","374392","10042","804380","13792","491450","10500","1098509","13876","472318","10733","109063","5493","75820","4187","0400000US53","Washington"
"1291757","2855","9577","1547","144","162","437","378","573","547","656","444","932","442","1453","599","1199","475","6601","1314","9424","1575","26439","2777","30602","3355","37660","3549","39389","3567","16215","2254","422721","8992","89507","4501","74822","4365","158855","5615","95794","4736","162243","6282","78802","4753","16651","2177","11061","1680","0400000US54","West Virginia"
"3933329","3771","32304","2919","230","185","875","440","955","465","1692","585","3404","1011","3567","1054","3028","851","13675","1942","5843","1242","41231","2815","32037","3207","52119","2869","66579","3998","60205","3479","1083082","13070","139525","5902","272788","7106","539603","9586","420412","8723","758503","11623","288536","6850","69338","3209","43798","3124","0400000US55","Wisconsin"
"390794","2101","1383","888","59","103","0","197","0","197","85","109","115","124","5","9","31","46","1044","741","979","544","2050","641","3128","1037","6437","1408","6796","1278","4579","1052","93204","4177","21420","2822","30127","2639","67834","4037","45601","3765","67845","3782","26068","2568","6551","1380","5453","1071","0400000US56","Wyoming"
"2372197","3159","58790","4440","749","388","432","379","11707","2144","18487","2273","32461","3103","45170","3045","29020","2501","68600","4494","43998","3783","61508","3967","89473","5210","40107","3402","53017","4122","25092","2807","591067","14291","66456","4448","41330","3649","257096","7922","237746","7256","433120","11357","112925","5908","26678","2967","27168","3374","0400000US72","Puerto Rico"
